id,brand,title,slug,currentImageCount,sourceUrl,fetchStatus,candidateCount,candidateUrls
"prod_hockey_stick_002","Bauer","BAUER VAPOR HYPERLITE 2 Red Stick Senior","bauer-vapor-hyperlite-2-red-stick-senior","4","https://sportsexcellence.com/products/bauer-vapor-hyperlite-2-hockey-stick-red-senior","200","12","https://sportsexcellence.com/cdn/shop/files/bauer_hockey_skate.png?v=1785440404&width=1200|https://sportsexcellence.com/cdn/shop/files/BauerIgniteProStick_2_250x250_crop_center.jpg?v=1780932588|https://sportsexcellence.com/cdn/shop/files/BauerIgniteProStick_2_200x200_crop_center.jpg?v=1780932588|https://sportsexcellence.com/cdn/shop/files/VAPORHL2_B_RED_7da83545-e6cf-42b1-8888-187838e116a7.jpg?v=1750244456&width=800|https://sportsexcellence.com/cdn/shop/files/VAPORHL2_B_RED-2_5c82f637-c3a1-4451-b658-389352416163.jpg?v=1750244456&width=800|https://sportsexcellence.com/cdn/shop/files/BauerIgniteProSRSkate_250x250_crop_center.jpg?v=1781006078|https://sportsexcellence.com/cdn/shop/files/BauerIgniteProSRSkate_200x200_crop_center.jpg?v=1781006078|https://cdn.shopify.com/s/files/1/0731/0019/8200/files/bauer_2112b810-748e-42ab-8624-09cbcce37340.png?v|https://sportsexcellence.com/cdn/shop/files/bauer_hockey_skate_mobile.png?v=1785440403&width=352|https://sportsexcellence.com/cdn/shop/files/bauer_hockey_skate_mobile.png?v=1785440403&width=686|https://sportsexcellence.com/cdn/shop/files/bauer_hockey_skate.png?v=1785440404&width=352|https://sportsexcellence.com/cdn/shop/files/bauer_hockey_skate.png?v=1785440404&width=832"
"prod_goalie_007","CCM","CCM EFLEX 7 Goalie Glove Senior","ccm-eflex-7-goalie-glove-senior","4","https://www.thehockeyshop.com/products/ccm-extreme-flex-7-senior-goalie-catcher-pro-palm","200","12","https://www.thehockeyshop.com/cdn/shop/files/catchers-ccm-extreme-flex-7-senior-goalie-catcher-pro-palm-1250708437_1200x630_crop_center.png?v=1784749332|https://www.thehockeyshop.com/cdn/shop/files/catchers-ccm-extreme-flex-7-senior-goalie-catcher-pro-palm-1221776153_%7Bwidth%7Dx.jpg?v=1777780053|https://www.thehockeyshop.com/cdn/shop/files/catchers-ccm-extreme-flex-7-senior-goalie-catcher-pro-palm-1221776153_1400x.jpg?v=1777780053|https://www.thehockeyshop.com/cdn/shop/files/catchers-ccm-extreme-flex-7-senior-goalie-catcher-pro-palm-1221776152_%7Bwidth%7Dx.jpg?v=1777780070|https://www.thehockeyshop.com/cdn/shop/files/catchers-ccm-extreme-flex-7-senior-goalie-catcher-pro-palm-1221776152_1400x.jpg?v=1777780070|https://www.thehockeyshop.com/cdn/shop/files/catchers-ccm-extreme-flex-7-senior-goalie-catcher-pro-palm-1221776151_%7Bwidth%7Dx.jpg?v=1777780081|https://www.thehockeyshop.com/cdn/shop/files/catchers-ccm-extreme-flex-7-senior-goalie-catcher-pro-palm-1221776151_1400x.jpg?v=1777780081|https://www.thehockeyshop.com/cdn/shop/files/catchers-ccm-extreme-flex-7-senior-goalie-catcher-pro-palm-1221776150_%7Bwidth%7Dx.jpg?v=1777780099|https://www.thehockeyshop.com/cdn/shop/files/catchers-ccm-extreme-flex-7-senior-goalie-catcher-pro-palm-1221776150_1400x.jpg?v=1777780099|https://www.thehockeyshop.com/cdn/shop/files/catchers-ccm-extreme-flex-7-senior-goalie-catcher-pro-palm-1221776149_%7Bwidth%7Dx.jpg?v=1777780093|https://www.thehockeyshop.com/cdn/shop/files/catchers-ccm-extreme-flex-7-senior-goalie-catcher-pro-palm-1221776149_1400x.jpg?v=1777780093|https://www.thehockeyshop.com/cdn/shop/files/catchers-ccm-extreme-flex-7-senior-goalie-catcher-pro-palm-1221776153_400x.jpg?v=1777780053"
"prod_boot_009","Edea","Edea Ice Fly Figure Skating Boot","edea-ice-fly-figure-skating-boot","4","https://skatesus.com/product/edea-ice-fly-figure-skating-boot/","200","12","https://skatesus.com/wp-content/uploads/2023/03/EDEA-Ice-Fly-Ice-Boot-900x900.webp|https://skatesus.com/wp-content/uploads/2023/03/EDEA-Ice-Fly-Ice-Boot-White-900x900.webp|https://skatesus.com/wp-content/uploads/2023/03/EDEA-Ice-Fly-Ice-Boot-Black-900x900.webp|https://skatesus.com/wp-content/uploads/2023/01/IceFly-Edea-IceBoot-4-900x761.webp|https://skatesus.com/wp-content/uploads/2023/01/IceFly-Edea-IceBoot-7-900x761.webp|https://skatesus.com/wp-content/uploads/2023/01/IceFly-Edea-IceBoot-6-900x761.webp|https://skatesus.com/wp-content/uploads/2023/01/IceFly-Edea-IceBoot-5-900x761.webp|https://skatesus.com/wp-content/uploads/2023/01/IceFly-Edea-IceBoot-1-900x416.webp|https://skatesus.com/wp-content/uploads/2023/01/IceFly-Edea-IceBoot-3-900x771.webp|https://skatesus.com/wp-content/uploads/2023/01/IceFly-Edea-IceBoot-2-900x771.webp|https://skatesus.com/&quot;https:////skatesus.com//wp-content//uploads//2023//03//EDEA-Ice-Fly-Ice-Boot-900x900.webp|https://skatesus.com/wp-content/uploads/2023/03/EDEA-Ice-Fly-Ice-Boot.webp"
"prod_accessory_011","Bauer","BAUER Elite Carry Bag Senior S24","bauer-elite-carry-bag-senior-s24","2","https://www.thehockeyshop.com/products/bauer-elite-senior-carry-hockey-bag-1","200","12","https://www.thehockeyshop.com/cdn/shop/files/carry-hockey-bags-bauer-elite-senior-carry-hockey-bag-2024-1221792135_1200x630_crop_center.jpg?v=1777691702|https://www.thehockeyshop.com/cdn/shop/files/carry-hockey-bags-bauer-elite-senior-carry-hockey-bag-2024-1221792135_%7Bwidth%7Dx.jpg?v=1777691702|https://www.thehockeyshop.com/cdn/shop/files/carry-hockey-bags-bauer-elite-senior-carry-hockey-bag-2024-1221792135_1400x.jpg?v=1777691702|https://www.thehockeyshop.com/cdn/shop/files/carry-hockey-bags-bauer-elite-senior-carry-hockey-bag-2024-1221792135_grande.jpg?v=1777691702|https://www.thehockeyshop.com/cdn/shop/files/carry-hockey-bags-bauer-elite-senior-carry-hockey-bag-2024-1221792135_1024x1024.jpg?v=1777691702|https://cdn.shopify.com/s/files/1/0020/1585/4658/files/carry-hockey-bags-bauer-elite-senior-carry-hockey-bag-2024-1221792135.jpg?v=1777691702|https://cdn.shopify.com/s/files/1/0020/1585/4658/files/GDFH-Footer-2023.jpg?v=1699041684|https://www.thehockeyshop.com/cdn/shop/files/shipping-delivery-pickup_e9355e4b-d9b7-4e68-bde6-80820ee7cd2c_648x.webp?v=1777801115|https://www.thehockeyshop.com/cdn/shop/files/best-price-promise_21be7cc6-af67-4c5e-a5b2-2aa37ec671bd_648x.webp?v=1777801106|https://www.thehockeyshop.com/cdn/shop/files/hassle-free-exchanges_8302bdab-2f0d-4909-8863-48b7a0590564_648x.webp?v=1777801110|https://www.thehockeyshop.com/cdn/shop/files/proudly-canadian-shipping-worldwide_870bc67e-6f68-40f8-9115-232488c9605f_648x.webp?v=1777801099|https://www.thehockeyshop.com/cdn/shop/t/228/assets/bag.svg?v=149984168706906757011778605153"
"prod_hockey_tape_012","CCM","CCM Waxed Molded Tip Laces","ccm-waxed-molded-tip-laces","3","https://www.thehockeyshop.com/products/source-for-sports-molded-tip-hockey-skate-laces-white-black","200","12","https://www.thehockeyshop.com/cdn/shop/files/skate-laces-source-for-sports-molded-tip-hockey-skate-laces-white-black-1234194644_1200x630_crop_center.png?v=1776995498|https://www.thehockeyshop.com/cdn/shop/files/skate-laces-source-for-sports-molded-tip-hockey-skate-laces-white-black-1234194644_%7Bwidth%7Dx.png?v=1776995498|https://www.thehockeyshop.com/cdn/shop/files/skate-laces-source-for-sports-molded-tip-hockey-skate-laces-white-black-1234194644_1400x.png?v=1776995498|https://www.thehockeyshop.com/cdn/shop/files/skate-laces-source-for-sports-molded-tip-hockey-skate-laces-white-black-1234194644_grande.png?v=1776995498|https://www.thehockeyshop.com/cdn/shop/files/skate-laces-source-for-sports-molded-tip-hockey-skate-laces-white-black-1234194644_1024x1024.png?v=1776995498|https://cdn.shopify.com/s/files/1/0020/1585/4658/files/skate-laces-source-for-sports-molded-tip-hockey-skate-laces-white-black-1234194644.png?v=1776995498|https://cdn.shopify.com/s/files/1/0020/1585/4658/files/GDFH-Footer-2023.jpg?v=1699041684|https://www.thehockeyshop.com/cdn/shop/files/shipping-delivery-pickup_e9355e4b-d9b7-4e68-bde6-80820ee7cd2c_648x.webp?v=1777801115|https://www.thehockeyshop.com/cdn/shop/files/best-price-promise_21be7cc6-af67-4c5e-a5b2-2aa37ec671bd_648x.webp?v=1777801106|https://www.thehockeyshop.com/cdn/shop/files/hassle-free-exchanges_8302bdab-2f0d-4909-8863-48b7a0590564_648x.webp?v=1777801110|https://www.thehockeyshop.com/cdn/shop/files/proudly-canadian-shipping-worldwide_870bc67e-6f68-40f8-9115-232488c9605f_648x.webp?v=1777801099|https://www.thehockeyshop.com/cdn/shop/t/228/assets/search.svg?v=105237682411623949071778605156"
"prod_apparel_013","CCM","CCM Canada Hoodie Adult","ccm-canada-hoodie-adult","4","https://www.thehockeyshop.com/products/ccm-essentials-senior-pullover-hoodie","200","12","https://www.thehockeyshop.com/cdn/shop/files/hoodies-ccm-essentials-senior-pullover-hoodie-1255927160_1200x630_crop_center.png?v=1787794451|https://www.thehockeyshop.com/cdn/shop/files/hoodies-ccm-essentials-senior-pullover-hoodie-1255927160_%7Bwidth%7Dx.png?v=1787794451|https://www.thehockeyshop.com/cdn/shop/files/hoodies-ccm-essentials-senior-pullover-hoodie-1255927160_1400x.png?v=1787794451|https://www.thehockeyshop.com/cdn/shop/files/hoodies-ccm-essentials-senior-pullover-hoodie-1255927161_%7Bwidth%7Dx.png?v=1787794439|https://www.thehockeyshop.com/cdn/shop/files/hoodies-ccm-essentials-senior-pullover-hoodie-1255927161_1400x.png?v=1787794439|https://www.thehockeyshop.com/cdn/shop/files/hoodies-ccm-essentials-senior-pullover-hoodie-1255927159_%7Bwidth%7Dx.png?v=1787794429|https://www.thehockeyshop.com/cdn/shop/files/hoodies-ccm-essentials-senior-pullover-hoodie-1255927159_1400x.png?v=1787794429|https://www.thehockeyshop.com/cdn/shop/files/hoodies-ccm-essentials-senior-pullover-hoodie-1255927158_%7Bwidth%7Dx.png?v=1787794421|https://www.thehockeyshop.com/cdn/shop/files/hoodies-ccm-essentials-senior-pullover-hoodie-1255927158_1400x.png?v=1787794421|https://www.thehockeyshop.com/cdn/shop/files/hoodies-ccm-essentials-senior-pullover-hoodie-1255927157_%7Bwidth%7Dx.png?v=1787794413|https://www.thehockeyshop.com/cdn/shop/files/hoodies-ccm-essentials-senior-pullover-hoodie-1255927157_1400x.png?v=1787794413|https://www.thehockeyshop.com/cdn/shop/files/hoodies-ccm-essentials-senior-pullover-hoodie-1255927156_%7Bwidth%7Dx.png?v=1787794402"
"prod_apparel_014","Edea","Edea Piano Figure Skating Boot","edea-piano-figure-skating-boot","4","https://skatesus.com/product/edea-piano-figure-skating-boot/","200","12","https://skatesus.com/wp-content/uploads/2023/03/EDEA-Piano-Ice-Boot-1-900x900.webp|https://skatesus.com/wp-content/uploads/2023/03/EDEA-Piano-Ice-Boot-White-1-900x900.webp|https://skatesus.com/wp-content/uploads/2023/03/EDEA-Piano-Ice-Boot-Black-1-900x900.webp|https://skatesus.com/wp-content/uploads/2023/01/Piano-Edea-IceBoot-1-1-900x761.webp|https://skatesus.com/wp-content/uploads/2023/01/Piano-Edea-IceBoot-2-1-900x761.webp|https://skatesus.com/wp-content/uploads/2023/01/Piano-Edea-IceBoot-4-1-900x761.webp|https://skatesus.com/wp-content/uploads/2023/01/Piano-Edea-IceBoot-5-1-900x761.webp|https://skatesus.com/wp-content/uploads/2023/01/Piano-Edea-IceBoot-3-1-900x761.webp|https://skatesus.com/wp-content/uploads/2023/03/EDEA-Piano-Ice-Boot-1.webp|https://skatesus.com/wp-content/uploads/2023/03/EDEA-Piano-Ice-Boot-1-500x500.webp|https://skatesus.com/wp-content/uploads/2023/03/EDEA-Piano-Ice-Boot-1-300x300.webp|https://skatesus.com/wp-content/uploads/2023/03/EDEA-Piano-Ice-Boot-1-1024x1024.webp"
"prod_hockey_stick_021","CCM","CCM JETSPEED FT8 PRO Stick Senior","ccm-jetspeed-ft8-pro-stick-senior","4","https://www.thehockeyshop.com/products/ccm-jetspeed-ft8-pro-senior-hockey-stick-red","200","12","https://www.thehockeyshop.com/cdn/shop/files/hockey-sticks-ccm-jetspeed-ft8-pro-senior-hockey-stick-red-1257013866_1200x630_crop_center.jpg?v=1788487080|https://www.thehockeyshop.com/cdn/shop/files/hockey-sticks-ccm-jetspeed-ft8-pro-senior-hockey-stick-red-1257013866_%7Bwidth%7Dx.jpg?v=1788487080|https://www.thehockeyshop.com/cdn/shop/files/hockey-sticks-ccm-jetspeed-ft8-pro-senior-hockey-stick-red-1257013866_1400x.jpg?v=1788487080|https://www.thehockeyshop.com/cdn/shop/files/hockey-sticks-ccm-jetspeed-ft8-pro-senior-hockey-stick-red-1221781577_%7Bwidth%7Dx.jpg?v=1777747862|https://www.thehockeyshop.com/cdn/shop/files/hockey-sticks-ccm-jetspeed-ft8-pro-senior-hockey-stick-red-1221781577_1400x.jpg?v=1777747862|https://www.thehockeyshop.com/cdn/shop/files/hockey-sticks-ccm-jetspeed-ft8-pro-senior-hockey-stick-red-1221781576_%7Bwidth%7Dx.jpg?v=1777748148|https://www.thehockeyshop.com/cdn/shop/files/hockey-sticks-ccm-jetspeed-ft8-pro-senior-hockey-stick-red-1221781576_1400x.jpg?v=1777748148|https://www.thehockeyshop.com/cdn/shop/files/hockey-sticks-ccm-jetspeed-ft8-pro-senior-hockey-stick-red-1221781575_%7Bwidth%7Dx.jpg?v=1777748137|https://www.thehockeyshop.com/cdn/shop/files/hockey-sticks-ccm-jetspeed-ft8-pro-senior-hockey-stick-red-1221781575_1400x.jpg?v=1777748137|https://www.thehockeyshop.com/cdn/shop/files/hockey-sticks-ccm-jetspeed-ft8-pro-senior-hockey-stick-red-1221781574_%7Bwidth%7Dx.jpg?v=1777748174|https://www.thehockeyshop.com/cdn/shop/files/hockey-sticks-ccm-jetspeed-ft8-pro-senior-hockey-stick-red-1221781574_1400x.jpg?v=1777748174|https://www.thehockeyshop.com/cdn/shop/files/hockey-sticks-ccm-jetspeed-ft8-pro-senior-hockey-stick-red-1221781573_%7Bwidth%7Dx.jpg?v=1777748158"
"prod_hockey_stick_022","Warrior","Warrior Covert QR7 Pro Stick Senior","warrior-covert-qr7-pro-stick-senior","4","https://www.warrior.com/en/product/qr7-pro-85-sr","200","12","https://cdn.warrior.com/cdn-cgi/image/width=1200,height=630,quality=82,format=auto,fit=cover/production/image/Products/Hockey/QR7P85S6_M03_P_1.png?mtime=1778585513|https://cdn.warrior.com/cdn-cgi/image/width=1000,quality=82,format=auto,fit=cover/production/image/Products/Hockey/QR7P85S6_M03_P_1.png|https://cdn.warrior.com/cdn-cgi/image/width=1000,quality=82,format=auto,fit=cover/production/image/Products/Hockey/QR7P85S6_W03_A_1.png|https://cdn.warrior.com/cdn-cgi/image/width=1000,quality=82,format=auto,fit=cover/production/image/Products/Hockey/QR7P85S6_W03_A_2.png|https://cdn.warrior.com/cdn-cgi/image/width=1000,quality=82,format=auto,fit=cover/production/image/Products/Hockey/QR7P85S6_W03_A_3.png|https://cdn.warrior.com/cdn-cgi/image/width=1000,quality=82,format=auto,fit=cover/production/image/Products/Hockey/QR7P85S6_W03_A_4.png|https://cdn.warrior.com/cdn-cgi/image/width=1000,quality=82,format=auto,fit=cover/production/image/Products/Hockey/QR7P85S6_W03_A_5.png|https://cdn.warrior.com/cdn-cgi/image/width=1000,quality=82,format=auto,fit=cover/production/image/Products/Hockey/QR7P85S6_M03_A_5.png|https://cdn.warrior.com/cdn-cgi/image/width=1000,quality=82,format=auto,fit=cover/production/image/Products/Hockey/QR7PGS6_BRD_P_1.png|https://cdn.warrior.com/cdn-cgi/image/width=1000,quality=82,format=auto,fit=cover/production/image/Content/Nav/Hockey-Goalie-Sticks.png|https://cdn.warrior.com/cdn-cgi/image/width=1000,quality=82,format=auto,fit=cover/production/image/Warrior-Hockey-Covert-Collection-3.jpg|https://cdn.warrior.com/cdn-cgi/image/width=1000,quality=82,format=auto,fit=cover/production/image/Products/Hockey/QR7P85S6_W03_P_1.png"
"prod_hockey_stick_023","Bauer","BAUER AG5NT Stick Senior","bauer-ag5nt-2n-stick-senior","3","https://eu.bauer.com/products/agent-ultra-light-boron-fiber-senior","200","12","https://fi.bauer.com/cdn/shop/files/navigation-promo-banner-bags-backpacks-youth-glove-2026.jpg?v=1780062704&width=260|https://fi.bauer.com/cdn/shop/files/navigation-promo-banner-sticks-pulse-2-overlay_500x.jpg?v=1788379994|https://fi.bauer.com/cdn/shop/files/navigation-promo-banner-sticks-pulse-2-overlay_500x@2x.jpg?v=1788379994|https://fi.bauer.com/cdn/shop/files/navigation-promo-banner-sticks-pulse-2-overlay_500x@3x.jpg?v=1788379994|https://fi.bauer.com/cdn/shop/files/navigation-promo-banner-training-stickhandling_d34d8658-c4d2-405e-9dfa-bf3f13b66e69.jpg?v=1752606310&width=260|https://fi.bauer.com/cdn/shop/files/navigation-promo-banner-accessories-hockey-stick-blade-protector.jpg?v=1737483621&width=260|https://fi.bauer.com/cdn/shop/files/navigation-promo-banner-sticks-mystery-mini-2026-collection.jpg?v=1789681474&width=260|https://fi.bauer.com/cdn/shop/files/homepage-hero-banner-sticks-mystery-minis-player-2026-desktop-v2.jpg?v=1789658907&width=1500|https://fi.bauer.com/cdn/shop/files/homepage-hero-banner-sticks-mystery-minis-player-2026-mobile.jpg?v=1789658906&width=750|https://fi.bauer.com/cdn/shop/files/homepage-secondary-sticks-pulse-2-on-ice-keller.jpg?v=1789658905&width=750|https://fi.bauer.com/cdn/shop/files/homepage-secondary-sticks-mybauer-supreme-fuse-colors.jpg?v=1782743432&width=750|https://fi.bauer.com/cdn/shop/files/homepage-secondary-goalie-mybauer-stick-supreme-fuse.jpg?v=1782486943&width=750"
